,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,CokelatErnest,"ACTING
BENEDICT CUMBERBATCH
DI
#THEPOWEROFTHEDOG 
ITU KEREN BANGET!!!!

NAHHH

#WILLSMITH DI #KINGRICHARD BIASA AJAAAAAAA",2022-04-10 07:58:52+00:00,,Twitter for iPhone,0,0,0,0
1,AllenKiyokane,"RT @PerilPets: Pangolins do dream of flight too!
Follow @PerilPets #NFT Farm for updates!
We love and appreciate you! ❤️❤️❤️
giveaway later…",2022-04-10 07:58:29+00:00,Oahu Hawaii,Twitter Web App,0,0,0,0
2,swirl_86,#WillSmith #JadaPinkettSmith #Tupac #ChrisRock #Oscars https://t.co/1p3IOan3pt,2022-04-10 07:57:53+00:00,Outside of the echochamber,Twitter for Android,0,0,0,0
3,Ronaldmt18,"RT @ivan_alexis__: Todo mal para #WillSmith. 

- Se le cayeron todas sus producciones futuras.
- Jada habla y sale en su contra, diciendo q…",2022-04-10 07:57:50+00:00,Ecuador,Twitter for iPhone,0,0,0,0
4,bethartglass,RT @Detroiter06: I’ll bet this husband really wanted to kick some ass last week after the disrespectful comments and insults directed at hi…,2022-04-10 07:57:27+00:00,"Hawaii, USA",Twitter for iPhone,0,0,0,0
5,Purple_Pebblez,#ChrisRock is just cashing on the #WillSmith scenario!,2022-04-10 07:56:54+00:00,"Orlando, FL / Karachi ",Twitter for iPhone,0,0,0,0
6,maionese_sw,@kuromiane @willsmith SIM KKKKKKKKKKKK perfeita,2022-04-10 07:56:08+00:00,"Porto Alegre, Brasil",Twitter for iPhone,0,0,0,0
7,Hogepoge1,"RT @HOGEholder: HOGE will flip SHIBA this end of year, buy before it's too late #LFG #ToTheMoon #Bullish #HOGE #Lin #Natasha #Hogies #HogeN…",2022-04-10 07:55:14+00:00,,Twitter for iPhone,0,0,0,0
8,SIRSOLFAGE,@willsmith #fypongs #melody #hiphop #rnb #pop #love #rap #dubstep #instagood #beat #beats #jam #myjam #party… https://t.co/T600cPTUZo,2022-04-10 07:54:38+00:00,"Brown Deer, WI",Twitter for iPhone,0,0,0,0
9,kuromiane,"@maionese_sw @willsmith Eu achei errado o Will dar tapa era pra ter dado um murro, piada é pra ter graça, antigamen… https://t.co/2MpwIKayfD",2022-04-10 07:54:32+00:00,Brasil,Twitter for Android,1,0,1,0
10,Lex_Jurgen,"If the #WillSmith ban is racist, then everything is indeed racist and we are all living in a subconsciously hate-fi… https://t.co/vSZVNIl3Rd",2022-04-10 07:54:23+00:00,"Los Angeles, CA",Twitter Web App,1,0,0,0
11,stevenf43975101,"#WillSmith
#willsmithslap
#facts

https://t.co/vW7w4TS2Mk",2022-04-10 07:54:06+00:00,Fields through the multiverse,Twitter for Android,0,0,0,0
12,MsTazTruG,RT @SlackazRemix: 👀 Brother Tony Rock sends shots at Will &amp; Jada on stage. #chrisrock #willsmith https://t.co/hFLFT7u6GH,2022-04-10 07:53:54+00:00,"Dallas,Tx(Oak Cliff)",Twitter Web App,0,0,0,0
13,LegacySima,#WillSmith @willsmith do you have #Bitcoin #Bitcoin2022  in your wallet or have never hard of it and I explain to .… https://t.co/Dib9FSYWFx,2022-04-10 07:53:36+00:00,,Twitter for Android,1,0,1,0
14,MrJoelGarcia9,"Weird how #willowsmith has appeared more times on #SNL than her dad, which is currently at 1. #WillSmith",2022-04-10 07:52:23+00:00,"San Diego, CA",Twitter Web App,1,0,0,0
15,PubMovil,"¡Ni #EduardoYañez lo haría mejor!
#WillSmith nos ayuda a revivir este memazo! https://t.co/aru4uScl32",2022-04-10 07:52:18+00:00,México,Twitter Web App,3,0,0,0
16,adamaadham,RT @MEMRIReports: Qatari Sociologist Dr. Abd Al-Aziz Al-Khazraj Al-Ansari: I Salute Will Smith for Defending His Wife; Arabs Who Lack Simil…,2022-04-10 07:51:25+00:00,,Twitter for Android,0,0,0,0
17,Georgin81232454,RT @toryboypierce: Hollywood will decree later whether #WillSmith should lose his Oscar. it would be a travesty bearing in mind rapist Harv…,2022-04-10 07:51:07+00:00,,Twitter for Android,0,0,0,0
